"vehicleid","date","start_rounded","finish_rounded","tripid"
7030,"2020-08-03","17:35:00","17:40:00",47582331
7033,"2020-08-06","17:30:00","17:35:00",47580631
7038,"2020-08-03","17:00:00","17:10:00",47580897
7038,"2020-08-04","08:55:00","09:10:00",47580975
7039,"2020-08-03","16:20:00","16:30:00",47580690
7041,"2020-08-04","07:50:00","07:55:00",47378656
7042,"2020-08-07","06:45:00","07:20:00",47377518
7046,"2020-08-04","08:30:00","08:35:00",47378658
7046,"2020-08-05","17:40:00","18:05:00",47377756
7049,"2020-08-07","16:10:00","16:40:00",47376964
7053,"2020-08-05","17:50:00","18:00:00",47378680
7054,"2020-08-06","16:20:00","16:30:00",47377663
7054,"2020-08-06","17:00:00","17:10:00",47377664
7060,"2020-08-04","16:20:00","16:30:00",47377663
7066,"2020-08-05","17:35:00","17:50:00",47580618
7066,"2020-08-06","17:00:00","17:10:00",47580897
7068,"2020-08-07","08:40:00","08:45:00",47580721
7069,"2020-08-03","17:05:00","17:10:00",47580986
7071,"2020-08-05","07:50:00","08:05:00",47580865
7071,"2020-08-05","17:00:00","17:10:00",47580897
7071,"2020-08-05","17:10:00","17:20:00",47580899
7072,"2020-08-04","17:55:00","18:05:00",47580982
7072,"2020-08-06","17:20:00","18:00:00",47581453
7075,"2020-08-07","06:05:00","06:10:00",47580716
7077,"2020-08-03","08:55:00","09:10:00",47580975
7077,"2020-08-04","07:50:00","08:05:00",47580865
7079,"2020-08-05","17:05:00","17:10:00",47580986
7079,"2020-08-05","17:45:00","17:55:00",47580964
7079,"2020-08-07","06:45:00","06:55:00",47580647
7082,"2020-08-05","08:30:00","08:40:00",47580979
7083,"2020-08-06","16:25:00","16:45:00",47580702
7084,"2020-08-05","08:15:00","08:25:00",47580650
7084,"2020-08-06","07:00:00","07:10:00",47580691
7086,"2020-08-03","16:25:00","16:35:00",47580895
7089,"2020-08-03","17:00:00","17:10:00",47580676
7090,"2020-08-03","07:50:00","08:10:00",47580603
7090,"2020-08-07","07:05:00","07:15:00",47580860
7090,"2020-08-07","08:25:00","08:35:00",47580864
7092,"2020-08-06","08:00:00","08:05:00",47580675
7094,"2020-08-06","08:10:00","08:20:00",47580861
7094,"2020-08-06","08:20:00","08:30:00",47580864
7094,"2020-08-06","16:00:00","16:15:00",47580896
7097,"2020-08-03","17:30:00","17:40:00",47580685
7097,"2020-08-04","07:00:00","07:10:00",47580691
7102,"2020-08-03","17:15:00","17:25:00",47378678
7105,"2020-08-05","08:05:00","08:15:00",47580861
7105,"2020-08-05","17:50:00","18:05:00",47580900
7106,"2020-08-05","08:25:00","08:30:00",47580813
7106,"2020-08-06","08:10:00","08:20:00",47580650
7107,"2020-08-07","08:15:00","08:20:00",47580650
7108,"2020-08-07","08:30:00","08:35:00",47580813
7110,"2020-08-04","08:00:00","08:20:00",47581382
7114,"2020-08-06","17:50:00","18:25:00",47581459
7115,"2020-08-03","16:50:00","17:00:00",47580665
7116,"2020-08-07","16:35:00","17:00:00",47376968
7117,"2020-08-03","07:00:00","07:10:00",47377552
7117,"2020-08-03","08:55:00","09:05:00",47377554
7126,"2020-08-06","16:30:00","16:40:00",47580895
7157,"2020-08-03","17:20:00","17:40:00",47580631
7157,"2020-08-04","07:25:00","07:35:00",47580746
7158,"2020-08-06","08:45:00","09:00:00",47580604
7159,"2020-08-05","16:25:00","16:40:00",47580895
7164,"2020-08-06","06:45:00","06:55:00",47580647
7164,"2020-08-06","08:55:00","09:15:00",47580975
7200,"2020-08-07","16:25:00","16:35:00",46932655
7201,"2020-08-06","16:10:00","16:15:00",46932639
7202,"2020-08-05","17:15:00","17:30:00",46931564
7203,"2020-08-03","07:30:00","07:35:00",46931707
7204,"2020-08-03","08:50:00","09:00:00",46932523
7207,"2020-08-05","06:40:00","06:50:00",46932583
7208,"2020-08-07","16:00:00","16:05:00",46932611
7209,"2020-08-03","07:55:00","08:10:00",46931258
7209,"2020-08-03","17:05:00","17:15:00",46931473
7209,"2020-08-04","06:10:00","06:20:00",46931216
7209,"2020-08-04","16:20:00","16:35:00",46932655
7210,"2020-08-05","07:00:00","07:05:00",46932567
7211,"2020-08-06","17:30:00","17:45:00",46931601
7212,"2020-08-05","07:10:00","07:20:00",46931330
7216,"2020-08-04","17:15:00","17:30:00",46931564
7219,"2020-08-05","07:00:00","07:10:00",44053820
7223,"2020-08-03","06:30:00","06:45:00",44052906
7223,"2020-08-04","06:30:00","06:40:00",44052906
7223,"2020-08-04","08:10:00","08:20:00",44052904
7223,"2020-08-07","07:00:00","07:10:00",44053820
7225,"2020-08-03","16:15:00","16:30:00",46931388
7226,"2020-08-06","07:30:00","07:35:00",46931707
7227,"2020-08-04","16:05:00","16:15:00",46931262
7227,"2020-08-05","16:15:00","16:25:00",46932639
7229,"2020-08-06","08:00:00","08:10:00",46931258
7232,"2020-08-03","16:20:00","16:30:00",46932655
7233,"2020-08-05","17:25:00","17:40:00",46931411
7235,"2020-08-04","17:55:00","18:05:00",47800781
7236,"2020-08-03","08:45:00","09:00:00",44054701
7236,"2020-08-07","06:40:00","06:50:00",46932583
7238,"2020-08-04","07:05:00","07:15:00",44053820
7238,"2020-08-04","08:50:00","09:05:00",44054701
7238,"2020-08-05","06:30:00","06:40:00",44052906
7238,"2020-08-07","16:00:00","16:10:00",46932473
7239,"2020-08-03","07:45:00","07:55:00",42020430
7250,"2020-08-07","08:15:00","08:25:00",42020436
7251,"2020-08-06","06:30:00","06:40:00",46931482
7252,"2020-08-05","07:55:00","08:05:00",42018661
7253,"2020-08-03","08:20:00","08:35:00",46931550
7253,"2020-08-03","17:15:00","17:25:00",46931564
7254,"2020-08-04","17:20:00","17:35:00",46931411
7255,"2020-08-04","17:05:00","17:15:00",46931473
7259,"2020-08-03","17:35:00","17:45:00",46931601
7259,"2020-08-04","08:10:00","08:20:00",46932680
7301,"2020-08-04","17:00:00","17:25:00",34747023
7301,"2020-08-05","16:00:00","16:10:00",34746849
7303,"2020-08-03","07:50:00","08:15:00",34746101
7305,"2020-08-05","06:15:00","06:40:00",46413139
7312,"2020-08-06","07:25:00","07:50:00",34746150
7313,"2020-08-06","06:30:00","06:35:00",46413205
7315,"2020-08-03","07:35:00","07:40:00",34746834
7315,"2020-08-04","07:45:00","08:10:00",46413183
7317,"2020-08-05","07:05:00","07:10:00",34746801
7317,"2020-08-06","07:00:00","07:10:00",34746801
7320,"2020-08-06","16:35:00","16:40:00",34746850
7321,"2020-08-03","06:00:00","06:10:00",34746831
7321,"2020-08-03","08:35:00","09:05:00",39089513
7321,"2020-08-03","16:10:00","16:20:00",41441205
7323,"2020-08-03","07:55:00","08:10:00",34746860
7324,"2020-08-03","06:45:00","06:50:00",46413206
7324,"2020-08-03","16:45:00","16:50:00",46413252
7324,"2020-08-03","16:45:00","16:50:00",46413151
7324,"2020-08-06","07:15:00","07:25:00",46413208
7324,"2020-08-06","17:20:00","17:35:00",46413219
7328,"2020-08-05","17:30:00","17:55:00",34746134
7331,"2020-08-03","07:30:00","08:05:00",34746165
7331,"2020-08-03","17:55:00","18:20:00",34746130
7331,"2020-08-05","08:05:00","08:25:00",46413163
7333,"2020-08-05","08:20:00","08:50:00",34746196
7333,"2020-08-05","16:40:00","16:50:00",34746655
7338,"2020-08-07","07:55:00","08:15:00",34746101
7341,"2020-08-07","06:40:00","06:50:00",46413206
7344,"2020-08-03","08:30:00","09:05:00",34746167
7346,"2020-08-06","06:45:00","07:10:00",34746884
7346,"2020-08-06","17:15:00","17:20:00",46413218
7347,"2020-08-04","06:35:00","06:40:00",34746832
7349,"2020-08-04","16:05:00","16:30:00",46413148
7350,"2020-08-04","17:35:00","18:15:00",34746211
7351,"2020-08-04","06:00:00","06:10:00",34746831
7353,"2020-08-04","16:35:00","16:45:00",34746850
7357,"2020-08-06","17:05:00","17:35:00",34746229
7357,"2020-08-07","08:00:00","08:15:00",41441223
7358,"2020-08-05","07:25:00","07:35:00",46413209
7359,"2020-08-05","07:55:00","08:10:00",34746462
7360,"2020-08-03","16:45:00","16:55:00",41432686
7360,"2020-08-04","16:40:00","16:50:00",41441225
7360,"2020-08-05","07:40:00","08:00:00",41432697
7360,"2020-08-05","16:40:00","17:00:00",41432686
7362,"2020-08-06","08:55:00","09:20:00",34746149
7370,"2020-08-03","17:50:00","18:10:00",46413198
7371,"2020-08-03","07:40:00","07:50:00",39089504
7371,"2020-08-03","16:35:00","16:40:00",34746850
7372,"2020-08-04","06:15:00","07:00:00",34746160
7372,"2020-08-06","17:55:00","18:25:00",34746130
7373,"2020-08-03","17:05:00","17:25:00",34746219
7381,"2020-08-07","08:05:00","08:10:00",34746835
7382,"2020-08-04","08:35:00","09:10:00",34747022
7383,"2020-08-05","17:15:00","17:40:00",46413153
7384,"2020-08-06","08:45:00","08:50:00",46413214
7386,"2020-08-04","08:35:00","09:05:00",34746116
7388,"2020-08-06","07:30:00","08:00:00",34746165
7400,"2020-08-05","07:00:00","07:10:00",34746833
7400,"2020-08-07","07:05:00","07:15:00",34746186
7401,"2020-08-06","06:55:00","07:25:00",34746146
7406,"2020-08-03","16:25:00","16:55:00",34746131
7412,"2020-08-03","06:05:00","06:10:00",46413137
7412,"2020-08-04","17:10:00","17:35:00",34746229
7413,"2020-08-03","16:40:00","16:45:00",34746655
7413,"2020-08-03","17:00:00","17:15:00",34746655
7415,"2020-08-05","07:00:00","07:10:00",46413207
7417,"2020-08-03","06:15:00","06:25:00",35524838
7417,"2020-08-04","08:15:00","08:45:00",34746199
7418,"2020-08-06","08:05:00","08:35:00",34746132
7418,"2020-08-06","17:00:00","17:35:00",34746129
7421,"2020-08-07","07:40:00","08:10:00",46413183
7423,"2020-08-04","08:45:00","09:20:00",34746200
7424,"2020-08-04","17:00:00","17:10:00",34746131
7424,"2020-08-04","17:30:00","18:00:00",34746220
7425,"2020-08-04","07:20:00","07:40:00",46413143
7425,"2020-08-05","16:50:00","16:55:00",34746219
7425,"2020-08-05","17:05:00","17:25:00",34746219
7427,"2020-08-03","17:35:00","17:40:00",47799037
8000,"2020-08-05","17:05:00","17:15:00",47377683
8001,"2020-08-05","06:10:00","06:40:00",47377433
8001,"2020-08-05","08:00:00","08:30:00",47377038
8001,"2020-08-05","17:20:00","17:55:00",47377024
8004,"2020-08-03","07:25:00","07:35:00",47378435
8004,"2020-08-04","16:50:00","17:00:00",47377486
8004,"2020-08-05","17:50:00","18:20:00",47376980
8005,"2020-08-05","08:20:00","08:45:00",47376872
8007,"2020-08-03","17:05:00","17:40:00",47376971
8007,"2020-08-04","16:35:00","16:40:00",47377465
8008,"2020-08-07","08:50:00","09:20:00",47376879
8009,"2020-08-07","16:40:00","16:45:00",47377637
8011,"2020-08-06","17:55:00","18:05:00",47378541
8012,"2020-08-04","07:30:00","08:00:00",47376866
8015,"2020-08-04","16:45:00","16:55:00",47378517
8015,"2020-08-06","16:40:00","16:50:00",47377637
8015,"2020-08-07","16:00:00","16:15:00",47378498
8019,"2020-08-04","06:50:00","07:00:00",47377538
8019,"2020-08-04","08:40:00","08:50:00",47377540
8021,"2020-08-05","16:15:00","16:30:00",47378504
8023,"2020-08-03","16:20:00","16:25:00",47377469
8025,"2020-08-06","06:05:00","06:10:00",47377471
8026,"2020-08-03","07:35:00","08:00:00",47376866
8031,"2020-08-05","06:00:00","06:10:00",47377471
8041,"2020-08-04","08:10:00","08:50:00",47376872
8041,"2020-08-04","17:05:00","17:15:00",47376970
8042,"2020-08-04","06:45:00","06:55:00",47378412
8042,"2020-08-04","07:40:00","07:50:00",47378417
8046,"2020-08-04","08:45:00","09:00:00",47378445
8047,"2020-08-06","17:25:00","17:35:00",47377467
8048,"2020-08-04","06:00:00","06:10:00",47377514
8048,"2020-08-05","07:25:00","07:55:00",47376871
8048,"2020-08-06","06:00:00","06:05:00",47378407
8048,"2020-08-06","17:55:00","18:10:00",47378526
8050,"2020-08-07","07:40:00","08:10:00",47376867
8052,"2020-08-06","08:15:00","08:25:00",47377525
8053,"2020-08-03","06:50:00","07:20:00",47377761
8053,"2020-08-06","17:25:00","17:30:00",47377024
8055,"2020-08-04","07:40:00","07:50:00",47378414
8055,"2020-08-04","08:30:00","08:45:00",47378423
8057,"2020-08-04","16:30:00","16:40:00",47378514
8057,"2020-08-05","16:25:00","16:40:00",47378505
8058,"2020-08-03","17:40:00","17:55:00",47377567
8058,"2020-08-07","06:10:00","06:40:00",47377433
8061,"2020-08-03","16:30:00","16:55:00",47377587
8064,"2020-08-05","08:15:00","08:30:00",47378501
8069,"2020-08-03","06:20:00","06:25:00",47377473
8072,"2020-08-06","07:20:00","07:35:00",47378415
8075,"2020-08-04","08:20:00","08:25:00",47377476
8075,"2020-08-07","07:55:00","08:05:00",47377599
8075,"2020-08-07","16:25:00","16:35:00",47377608
8077,"2020-08-04","07:45:00","07:55:00",47377557
8081,"2020-08-04","06:15:00","06:20:00",47377473
8083,"2020-08-04","07:30:00","08:00:00",47376871
8100,"2020-08-05","06:10:00","06:15:00",47801027
8102,"2020-08-03","06:45:00","06:55:00",47801025
8102,"2020-08-04","16:00:00","16:15:00",47800863
8102,"2020-08-06","07:00:00","07:05:00",47800771
8104,"2020-08-03","17:25:00","17:30:00",47800743
8105,"2020-08-06","17:40:00","17:45:00",47800934
8108,"2020-08-04","06:35:00","06:40:00",47800822
8108,"2020-08-06","07:50:00","08:00:00",47800896
8109,"2020-08-05","16:40:00","16:45:00",47800817
8109,"2020-08-07","07:20:00","07:30:00",47800891
8110,"2020-08-04","16:40:00","16:45:00",47800823
8112,"2020-08-03","08:05:00","08:10:00",47801310
8112,"2020-08-06","17:40:00","17:45:00",47799346
8112,"2020-08-07","16:45:00","16:50:00",47799348
8114,"2020-08-06","07:15:00","07:20:00",47799361
8115,"2020-08-07","07:40:00","07:45:00",47800793
8116,"2020-08-07","07:05:00","07:10:00",47800816
8116,"2020-08-07","16:40:00","16:50:00",47800769
8117,"2020-08-03","16:05:00","16:10:00",47800723
8117,"2020-08-06","07:10:00","07:15:00",47800908
8122,"2020-08-04","07:20:00","07:30:00",47800792
8123,"2020-08-04","08:15:00","08:20:00",47800829
8125,"2020-08-05","16:45:00","16:50:00",47800769
8127,"2020-08-06","07:30:00","07:40:00",47800866
8131,"2020-08-06","16:45:00","16:50:00",47801061
8132,"2020-08-07","16:15:00","16:20:00",47801037
8133,"2020-08-06","06:50:00","07:00:00",47800925
8134,"2020-08-05","17:15:00","17:25:00",47799349
8135,"2020-08-06","16:40:00","16:50:00",47800769
8138,"2020-08-03","06:25:00","06:30:00",47800873
8138,"2020-08-05","07:20:00","07:25:00",47800778
8139,"2020-08-04","17:30:00","17:35:00",47800848
8140,"2020-08-05","17:10:00","17:15:00",47800772
8142,"2020-08-05","07:05:00","07:10:00",47801028
8145,"2020-08-04","17:50:00","18:00:00",47800916
8147,"2020-08-05","06:20:00","06:25:00",47800859
8151,"2020-08-06","07:30:00","07:35:00",46645165
8152,"2020-08-04","06:25:00","06:30:00",46645160
8153,"2020-08-07","16:45:00","16:55:00",35024289
8155,"2020-08-04","07:15:00","07:20:00",46645164
8156,"2020-08-03","07:15:00","07:50:00",34746164
8157,"2020-08-04","17:50:00","17:55:00",46645216
8157,"2020-08-07","07:05:00","07:10:00",35024319
8163,"2020-08-05","16:40:00","16:45:00",46645207
8165,"2020-08-04","17:35:00","17:40:00",46645214
8167,"2020-08-06","08:10:00","08:15:00",46645091
8171,"2020-08-07","16:30:00","16:35:00",46645129
8174,"2020-08-05","06:45:00","06:50:00",40421125
8178,"2020-08-03","17:05:00","17:10:00",35024284
8179,"2020-08-04","07:50:00","07:55:00",46645167
8181,"2020-08-05","17:10:00","17:15:00",46645211
8181,"2020-08-07","07:30:00","07:35:00",46645084
8191,"2020-08-03","16:20:00","16:25:00",46645128
8191,"2020-08-03","16:55:00","17:00:00",46645209
8192,"2020-08-05","08:25:00","08:30:00",46645170
8193,"2020-08-03","16:50:00","17:00:00",35024299
8201,"2020-08-05","06:20:00","06:35:00",47378410
8201,"2020-08-05","16:35:00","16:45:00",47378513
8202,"2020-08-06","06:00:00","06:05:00",47377514
8206,"2020-08-04","08:55:00","09:10:00",47377580
8209,"2020-08-05","07:45:00","07:55:00",47377557
8209,"2020-08-06","17:45:00","18:00:00",47378528
8210,"2020-08-05","06:40:00","07:05:00",47376861
8210,"2020-08-07","06:35:00","06:40:00",47377475
8214,"2020-08-03","17:30:00","18:00:00",47377023
8214,"2020-08-07","08:15:00","08:30:00",47378501
8219,"2020-08-06","07:50:00","08:20:00",47377009
8219,"2020-08-06","16:30:00","16:40:00",47377666
8219,"2020-08-07","07:20:00","07:50:00",47376864
8223,"2020-08-05","17:00:00","17:10:00",47377648
8223,"2020-08-07","06:40:00","06:50:00",47378412
8223,"2020-08-07","07:40:00","07:50:00",47378417
8224,"2020-08-03","17:35:00","17:50:00",47378519
8225,"2020-08-05","07:10:00","07:20:00",47378413
8225,"2020-08-05","08:30:00","08:40:00",47378422
8226,"2020-08-03","16:30:00","17:00:00",47376963
8226,"2020-08-04","08:25:00","08:35:00",47377600
8229,"2020-08-03","07:25:00","07:55:00",47376871
8229,"2020-08-06","07:05:00","07:15:00",47377578
8229,"2020-08-06","16:30:00","16:35:00",47377587
8230,"2020-08-04","17:20:00","17:30:00",47377638
8231,"2020-08-04","17:00:00","17:25:00",47377625
8231,"2020-08-07","07:25:00","07:55:00",47376871
8231,"2020-08-07","16:05:00","16:15:00",47376957
8234,"2020-08-05","17:55:00","18:10:00",47378526
8234,"2020-08-06","08:55:00","09:15:00",47376879
8236,"2020-08-04","17:15:00","17:25:00",47378518
8238,"2020-08-07","08:55:00","09:10:00",47378425
8240,"2020-08-04","06:05:00","06:15:00",47378409
8240,"2020-08-04","17:15:00","17:30:00",47378524
8240,"2020-08-06","08:50:00","09:00:00",47378455
8241,"2020-08-04","16:30:00","16:40:00",47376963
8241,"2020-08-07","06:25:00","06:35:00",47377537
8242,"2020-08-03","08:00:00","08:10:00",47377539
8245,"2020-08-06","07:45:00","08:00:00",47378469
8247,"2020-08-06","16:15:00","16:25:00",47377469
8253,"2020-08-05","17:05:00","17:15:00",47377484
8255,"2020-08-04","07:25:00","07:35:00",47377480
8256,"2020-08-06","07:10:00","07:20:00",47378413
8257,"2020-08-05","17:55:00","18:40:00",47377609
8258,"2020-08-04","06:30:00","06:55:00",47377760
8258,"2020-08-04","08:20:00","08:55:00",47377013
8259,"2020-08-06","08:45:00","08:55:00",47377596
8260,"2020-08-03","07:45:00","08:10:00",47376873
8261,"2020-08-05","08:20:00","08:40:00",47377579
8261,"2020-08-05","08:55:00","09:10:00",47377580
8261,"2020-08-05","17:00:00","17:10:00",47377588
8262,"2020-08-06","06:30:00","06:35:00",47581000
8263,"2020-08-04","16:00:00","16:35:00",47581438
8264,"2020-08-04","16:30:00","17:00:00",47581541
8265,"2020-08-05","08:00:00","08:25:00",47581403
8265,"2020-08-07","08:00:00","08:20:00",47581402
8265,"2020-08-07","16:10:00","16:40:00",47581539
8266,"2020-08-06","06:45:00","07:10:00",47581496
8267,"2020-08-04","16:20:00","16:30:00",47378504
8267,"2020-08-05","17:50:00","18:00:00",47377483
8269,"2020-08-03","17:05:00","17:20:00",47378508
8269,"2020-08-04","16:50:00","17:00:00",47378523
8271,"2020-08-06","17:00:00","17:35:00",47376973
8272,"2020-08-03","17:50:00","17:55:00",47377483
8273,"2020-08-07","08:20:00","08:35:00",47377579
8275,"2020-08-04","07:05:00","07:25:00",47581378
8276,"2020-08-07","08:20:00","08:50:00",47581384
8277,"2020-08-06","16:25:00","16:50:00",47581441
8278,"2020-08-07","16:35:00","17:00:00",47581542
8279,"2020-08-03","17:20:00","17:50:00",47581546
8279,"2020-08-04","08:20:00","08:50:00",47581405
8280,"2020-08-05","16:20:00","16:50:00",47581441
8281,"2020-08-03","06:30:00","06:40:00",47581000
8282,"2020-08-04","07:50:00","07:55:00",47580719
8283,"2020-08-04","06:05:00","06:30:00",47581392
8289,"2020-08-03","06:25:00","06:50:00",47581394
8289,"2020-08-03","08:10:00","08:40:00",47581503
8290,"2020-08-05","07:50:00","08:20:00",47581402
8290,"2020-08-05","16:05:00","16:35:00",47581539
8291,"2020-08-04","07:55:00","08:05:00",47582321
8294,"2020-08-03","06:35:00","07:00:00",47581495
8296,"2020-08-06","08:40:00","09:05:00",47581406
8297,"2020-08-03","17:00:00","17:10:00",47581542
